Date,restaurant_id,Churn Reasons,Churn Remarks,New Remarks
02-Dec-25,354943,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily closed for renovation,Temporarily closed for renovation
02-Dec-25,331261,Permanently Closed (Outlet/brand),"Outlet is under operational but there No space for billing system. hence they are doing manual billing,",No space for billing system
02-Dec-25,142027,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
02-Dec-25,132638,Permanently Closed (Outlet/brand),The Outlet is permanently closed due to low sales,The Outlet is permanently closed due to low sales
02-Dec-25,51216,Permanently Closed (Outlet/brand),"Outlet Permanently closed, owner only runnig outlets in raipur",Outlet once out of Sync- now Active
02-Dec-25,355190,Permanently Closed (Outlet/brand),The outlet has been permanently closed due to poor sales performance.,The outlet has been permanently closed due to poor sales performance.
02-Dec-25,374030,Permanently Closed (Outlet/brand),Outlet is closed due to non performance,Outlet is closed due to non performance
03-Dec-25,396769,Temporarily Closed (Renovation / Relocation/Internet issue),As per the brand owner they're having some internal issues,As per the brand owner they're having some internal issues
03-Dec-25,394536,Permanently Closed (Outlet/brand),Closed as they have purchased new RID,Closed as they have purchased new RID
03-Dec-25,137209,Temporarily Closed (Renovation / Relocation/Internet issue),0,
03-Dec-25,348775,Temporarily Closed (Renovation / Relocation/Internet issue),Outlet once out of Sync- now Active,Outlet once out of Sync- now Active
03-Dec-25,96932,Permanently Closed (Outlet/brand),Permanently Closed Outlet,Temporarily Closed (Renovation / Relocation/Internet issue)
03-Dec-25,378210,Switched to Another POS,Switched to gofrugal,Switched to gofrugal
03-Dec-25,337164,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
03-Dec-25,336572,Permanently Closed (Outlet/brand),unable to connect. The POC was connected until the 1st week of February,unable to connect. The POC was connected until the 1st week of February
03-Dec-25,363193,Permanently Closed (Outlet/brand),"I spoke with Arun, who is handling the brand’s operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed.","I spoke with Arun, who is handling the brand?? operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed."
03-Dec-25,348370,Switched to Another POS,As discussed with Outlet person they are using Pen soft for the billing,As discussed with Outlet person they are using Pen soft for the billing
03-Dec-25,383605,Outlet once out of Sync- now Active,Outlet has been synced now,Outlet has been synced now
03-Dec-25,360109,Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
04-Dec-25,138138,Outlet once out of Sync- now Active,0,Business closed
04-Dec-25,138957,Permanently Closed (Outlet/brand),Owner has cancelled contract with franchise outlet is not part of chain,Owner has cancelled contract with franchise outlet is not part of chain
04-Dec-25,1559,Permanently Closed (Outlet/brand),The outlet has been permanently closed due to poor sales performance.,The outlet has been permanently closed due to poor sales performance.
04-Dec-25,78281,Switched to Another POS,This is franchise outlet and owned by corporate company so they are using Hungerbox only as company not allow any other software. Also the brand has no hold on particular franchise so they are using their own Hungerbox software.,This is franchise outlet and owned by corporate company so they are using Hungerbox only as company not allow any other software. Also the brand has no hold on particular franchise so they are using their own Hungerbox software.
04-Dec-25,383167,Permanently Closed (Outlet/brand),0,
04-Dec-25,55045,Permanently Closed (Outlet/brand),0,
04-Dec-25,360732,Not Connected Brand,Unable to connect to client,Unable to connect to client
04-Dec-25,368593,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
04-Dec-25,103938,Event Account / Demo Account,Event Account / Demo Account,Event Account / Demo Account
04-Dec-25,351957,Permanently Closed (Outlet/brand),Permanently Closed Outlet,Temporarily Closed (Renovation / Relocation/Internet issue)
04-Dec-25,340440,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily closed for renovation,Temporarily closed for renovation
04-Dec-25,156137,Permanently Closed (Outlet/brand),0,
04-Dec-25,80343,Switched to Another POS,As discussed with Outlet person they are using Pen soft for the billing,As discussed with Outlet person they are using Pen soft for the billing
04-Dec-25,134324,Permanently Closed (Outlet/brand),"Brand is still hyper active, and yet to get response from the brand admins on churn IDs","Brand is still hyper active, and yet to get response from the brand admins on churn IDs"
04-Dec-25,316418,Permanently Closed (Outlet/brand),"They have some issue with their landlord,hence they permannetly closed their outlet","They have some issue with their landlord,hence they permannetly closed their outlet"
04-Dec-25,80345,Switched to Another POS,As discussed with Outlet person they are using Pen soft for the billing,As discussed with Outlet person they are using Pen soft for the billing
04-Dec-25,128247,Temporarily Closed (Renovation / Relocation/Internet issue),"Outlet is in food court, will allot RID to someone when they get a new brand","Outlet is in food court, will allot RID to someone when they get a new brand"
04-Dec-25,314176,Permanently Closed (Outlet/brand),outlet closed due to low sales,The Store is closed for relocation
04-Dec-25,373305,Permanently Closed (Outlet/brand),The outlet has been closed due to underperformance in the market.,The outlet has been closed due to underperformance in the market.
04-Dec-25,333080,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-Dec-25,356276,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-Dec-25,363481,Permanently Closed (Outlet/brand),Brand is facing financial issue,Brand is facing financial issue
05-Dec-25,337449,Permanently Closed (Outlet/brand),Awaiting POC confirmation,Awaiting POC confirmation
05-Dec-25,356045,Event Account / Demo Account,"This is a training POS, the brand use it during the training time.","This is a training POS, the brand use it during the training time."
05-Dec-25,355952,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
05-Dec-25,386374,Temporarily Closed (Renovation / Relocation/Internet issue),They haven't started billing. Will start once their requirements related to reports and POS are fulfilled.,They haven't started billing. Will start once their requirements related to reports and POS are fulfilled.
05-Dec-25,98325,Outlet once out of Sync- now Active,outlet is closed,outlet is closed
05-Dec-25,405912,Permanently Closed (Outlet/brand),Outlet is permanently closed due to some issue with the landloard. They might reopn this outlet at another location,Outlet is permanently closed due to some issue with the landloard. They might reopn this outlet at another location
05-Dec-25,323022,Outlet once out of Sync- now Active,0,
05-Dec-25,126353,Outlet once out of Sync- now Active,Only using Online Order app. Not using for offline billing.,Temporarily Closed (Renovation / Relocation/Internet issue)
05-Dec-25,377187,Permanently Closed (Outlet/brand),Operational issue. Sync days are more than 90+ days hence considering as Permanent closed.,Operational issue
05-Dec-25,80344,Switched to Another POS,As discussed with Outlet person they are using Pen soft for the billing,As discussed with Outlet person they are using Pen soft for the billing
05-Dec-25,390006,Outlet once out of Sync- now Active,0,Temporarily Closed (Renovation / Relocation/Internet issue)
05-Dec-25,152463,Permanently Closed (Outlet/brand),"The outlet is temporarily closed. They have not shared the exact reason, but the issue is not from Petpooja’s side. Once their internal issue is resolved, they will purchase a new ID",The brand has informed us that they will renew the POS by the end of this month.
05-Dec-25,111543,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
05-Dec-25,365481,Permanently Closed (Outlet/brand),Permanently Closed Outlet,Temporarily Closed (Renovation / Relocation/Internet issue)
05-Dec-25,366926,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
06-Dec-25,122748,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
06-Dec-25,397919,Temporarily Closed (Renovation / Relocation/Internet issue),"Brand is not able to connect with the outlets, they want some more time to check it with each outlet.","Brand is not able to connect with the outlets, they want some more time to check it with each outlet."
06-Dec-25,89676,Permanently Closed (Outlet/brand),outlet is closed,outlet is closed
06-Dec-25,325317,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
06-Dec-25,138774,Permanently Closed (Outlet/brand),0,
06-Dec-25,109881,Permanently Closed (Outlet/brand),The franchises has been closed,The franchises has been closed
06-Dec-25,360014,I don't know,Response pending from client's end.,Response pending from client's end.  
06-Dec-25,397836,Permanently Closed (Outlet/brand),"I spoke with Arun, who is handling the brand’s operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed.","I spoke with Arun, who is handling the brand?? operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed."
06-Dec-25,335685,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
06-Dec-25,344590,Permanently Closed (Outlet/brand),"As per the brand admin, outlets are permanently closed due to some issues.","As per the brand admin, outlets are permanently closed due to some issues."
06-Dec-25,406323,Not Connected Brand,POC not responding,POC not responding
06-Dec-25,336391,Permanently Closed (Outlet/brand),The outlet has been permanently closed due to low sales.,The outlet has been permanently closed due to low sales.
06-Dec-25,315973,Permanently Closed (Outlet/brand),"Zomibi gourmet is shifted to another place, Running now as zomibi pizza","Zomibi gourmet is shifted to another place, Running now as zomibi pizza"
06-Dec-25,337957,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
06-Dec-25,111367,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
06-Dec-25,378977,Permanently Closed (Outlet/brand),"The outlet is relocating nearby, it will nearly take 2-3 months to resume.","The outlet is relocating at 4d Square Mall, it will nearly take 2-3 months to resume."
06-Dec-25,340487,Permanently Closed (Outlet/brand),they are shutting the branch,they are shutting the branch 
06-Dec-25,121385,Permanently Closed (Outlet/brand),outlet is closed,outlet is closed
06-Dec-25,350225,Permanently Closed (Outlet/brand),"I spoke with Arun, who is handling the brand’s operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed.","I spoke with Arun, who is handling the brand?? operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed."
06-Dec-25,70706,Permanently Closed (Outlet/brand),No furthur update on this.,No furthur update on this.
06-Dec-25,153711,Switched to Another POS,As discussed with Outlet person they are using Pen soft for the billing,As discussed with Outlet person they are using Pen soft for the billing
06-Dec-25,134318,Permanently Closed (Outlet/brand),"Brand is still hyper active, and yet to get response from the brand admins on churn IDs","Brand is still hyper active, and yet to get response from the brand admins on churn IDs"
06-Dec-25,108174,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
06-Dec-25,135965,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
06-Dec-25,353891,Permanently Closed (Outlet/brand),0,
06-Dec-25,339582,Permanently Closed (Outlet/brand),Due to Highway construction going on,Outlet has been synced now
06-Dec-25,357363,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
06-Dec-25,334631,Permanently Closed (Outlet/brand),0,
06-Dec-25,315417,Permanently Closed (Outlet/brand),The outlet has been permanently closed due to heavy loss.,The outlet has been permanently closed due to heavy loss.
06-Dec-25,90532,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
06-Dec-25,321301,Permanently Closed (Outlet/brand),"Outlet closed due to the location issue, planning to re-open in another location soon","Outlet closed due to the location issue, planning to re-open in another location soon"
06-Dec-25,360637,Permanently Closed (Outlet/brand),Permenenty closed,Outlet has been synced now
06-Dec-25,80341,Switched to Another POS,As discussed with Outlet person they are using Pen soft for the billing,As discussed with Outlet person they are using Pen soft for the billing
06-Dec-25,326293,Permanently Closed (Outlet/brand),Outlet once out of Sync- now Active,Outlet once out of Sync- now Active
06-Dec-25,381711,Permanently Closed (Outlet/brand),"The franchise is not performing well, so outlets are slowly decreasing in the market.","The franchise is not performing well, so outlets are slowly decreasing in the market."
06-Dec-25,392226,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
06-Dec-25,82460,Permanently Closed (Outlet/brand),closed,I don't know
06-Dec-25,138980,Temporarily Closed (Renovation / Relocation/Internet issue),"due to the paytm device issue, they are doing the billing manually.","due to the paytm device issue, they are doing the billing manually"
06-Dec-25,321014,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Waiting for confirmation
06-Dec-25,359718,Permanently Closed (Outlet/brand),"The POC is not picking the call, but as per sales person its due to operational challenges.",The owner has arrogantly denied to share the reason.
06-Dec-25,151295,Switched to Another POS,They needed some invenotry developments that were not possible,They needed some invenotry developments that were not possible
06-Dec-25,71939,Permanently Closed (Outlet/brand),"The outlet’s ownership has changed, and accordingly, a new POS ID (413421) has been created.","The outlet?? ownership has changed, and accordingly, a new POS ID (413421) has been created."
06-Dec-25,123262,Switched to Another POS,As discussed with Outlet person they are using Pen soft for the billing,As discussed with Outlet person they are using Pen soft for the billing
06-Dec-25,328117,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Owner will check with franchise owner and update
06-Dec-25,145308,Permanently Closed (Outlet/brand),Franchise outlet permanently closed due to non performance,Franchise outlet permanently closed due to non performance
06-Dec-25,155824,Event Account / Demo Account,"It’s an event ID, used only when they have any events.","It?? an event ID, used only when they have any events."
06-Dec-25,347616,Not Connected Brand,not connected with brand,not connected with brand
08-Dec-25,129197,Permanently Closed (Outlet/brand),The permanently closed due to personal dispute,The permanently closed due to personal dispute
08-Dec-25,63245,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-Dec-25,398292,Permanently Closed (Outlet/brand),"The franchise outlet has been removed from the master chain; hence, they are no longer using Petpooja.","The franchise outlet has been removed from the master chain; hence, they are no longer using Petpooja."
08-Dec-25,59521,Permanently Closed (Outlet/brand),The outlet is closed for some time. They will update when to start.,"The outlet is changing the theme, will start operation once its done."
08-Dec-25,115735,Outlet once out of Sync- now Active,"The outlet is active. They have asked the biller to sync the POS; however, due to an internet issue, it could not be synced. It will be updated once the connection issue is resolved.","The outlet is active. They have asked the biller to sync the POS; however, due to an internet issue, it could not be synced. It will be updated once the connection issue is resolved."
08-Dec-25,152585,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-Dec-25,323080,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
08-Dec-25,372688,Temporarily Closed (Renovation / Relocation/Internet issue),"They Don't use POSS, If they Got an order than only they sync the system and all the Ids which are not sync from last 6 Months that are closed outlets.","They Don't use POSS, If they Got an order than only they sync the system and all the Ids which are not sync from last 6 Months that are closed outlets."
08-Dec-25,146382,Permanently Closed (Outlet/brand),Permanently Closed Outlet,Temporarily Closed (Renovation / Relocation/Internet issue)
08-Dec-25,23414,Permanently Closed (Outlet/brand),"This outlet is closed, and the outlet's have purchased individual Petpooja IDs.","This outlet is closed, and the outlet's have purchased individual Petpooja IDs."
08-Dec-25,137303,Event Account / Demo Account,They use it for some festivals or special events only,They use it for some festivals or special events only
09-Dec-25,91887,Event Account / Demo Account,Demo id for fair,Temporarily Closed (Renovation / Relocation/Internet issue)
09-Dec-25,128029,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily closed for renovation,Temporarily closed for renovation
09-Dec-25,375979,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily closed for renovation,Temporarily closed for renovation
09-Dec-25,74755,Switched to Another POS,Switched to Another POS (Posist) due to inventory,Switched to Another POS (Posist) due to inventory
09-Dec-25,157457,Permanently Closed (Outlet/brand),0,
09-Dec-25,37173,Permanently Closed (Outlet/brand),As per the brand owner they're having some internal isses,As per the brand owner they're having some internal isses
09-Dec-25,380143,Permanently Closed (Outlet/brand),Outlet closed due to low sales,Outlet closed due to low sales
09-Dec-25,115822,Temporarily Closed (Renovation / Relocation/Internet issue),The outlet will reopen soon.,"The outlet is active. They have asked the biller to sync the POS; however, due to an internet issue, it could not be synced. It will be updated once the connection issue is resolved."
09-Dec-25,370623,Permanently Closed (Outlet/brand),Franchises Closed due to Agreement issue with brand,Franchises Closed due to Agreement issue with brand
09-Dec-25,360139,Ownership Transferred,"The POC has informed us that ownership of the brand has been transferred, and they don't have access to the master ID, and the franchise is also not under their control.","The POC has informed us that ownership of the brand has been transferred, and they don't have access to the master ID,  and the franchise is also not under their control."
09-Dec-25,368997,Permanently Closed (Outlet/brand),The owner delete this RID on 3 Dec 2025,The owner delete this RID on 3 Dec 2025
09-Dec-25,24598,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
09-Dec-25,315721,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sale and looking for new franchise if they get they will plan.","As confirmed by POC, The outlets are permanently closed due to low sale and looking for new franchise if they get they will plan."
09-Dec-25,392631,I don't know,Response pending from client's end.,Response pending from client's end.  
10-Dec-25,359690,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
10-Dec-25,356215,Temporarily Closed (Renovation / Relocation/Internet issue),Due to an internet issue.,Outlet once out of Sync- now Active
10-Dec-25,405590,Temporarily Closed (Renovation / Relocation/Internet issue),Interior work is going on,Active
10-Dec-25,386692,Permanently Closed (Outlet/brand),"Due to a GST-related issue, the brand has purchased new Petpooja IDs for all outlets and has also changed the email ID (New Master Email ID: shreegurukriparestaurant10@gmail.com)","Due to a GST-related issue, the brand has purchased new Petpooja IDs for all outlets and has also changed the email ID (New Master Email ID: shreegurukriparestaurant10@gmail.com)"
10-Dec-25,331825,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
10-Dec-25,352713,Permanently Closed (Outlet/brand),internal issue,internal issue
10-Dec-25,402485,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
10-Dec-25,142911,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
10-Dec-25,47827,Outlet once out of Sync- now Active,Outlet has been synced now,Outlet has been synced now
10-Dec-25,344344,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.",Outlet has been synced now
10-Dec-25,372918,Permanently Closed (Outlet/brand),"The poc is not answering even after taking multiple follow-ups, and the outlet is not connected for more than 90 days, hence marking it as permanently closed.","Brand is not able to connect with the outlets, they want some more time to check it with each outlet."
10-Dec-25,110302,Permanently Closed (Outlet/brand),The brand is shutting its outlets as they are not performing well,The brand is shutting its outlets as they are not performing well
10-Dec-25,149108,Permanently Closed (Outlet/brand),"The POC is not picking the call, but as per sales person its due to operational challenges.",The owner has arrogantly denied to share the reason.
10-Dec-25,361788,Permanently Closed (Outlet/brand),0,
10-Dec-25,381682,Permanently Closed (Outlet/brand),"As discussed with the brand, they do not have direct control over their franchise outlets. They onboard approximately 2–3 outlets per day, and out of those, 1–2 outlets eventually get closed.","As discussed with the brand, they do not have direct control over their franchise outlets. They onboard approximately 2?? outlets per day, and out of those, 1?? outlets eventually get closed."
10-Dec-25,330961,Event Account / Demo Account,"Its a franchise ID and they do not force for the billing due to uneducate of the staff, intinally they tried to implement but it is not working for few outlets","Its a franchise ID and they do not force for the billing due to uneducate of the staff, intinally they tried to implement but it is not working for few outlets "
10-Dec-25,382771,Permanently Closed (Outlet/brand),"Due to relocation outlet is closed as of now, they will resume their oprations once location is finalized.","Due to relocation outlet is closed as of now, they will resume their oprations once location is finalized."
10-Dec-25,338616,Permanently Closed (Outlet/brand),"Due to a GST-related issue, the brand has purchased new Petpooja IDs for all outlets and has also changed the email ID (New Master Email ID: shreegurukriparestaurant10@gmail.com)","Due to a GST-related issue, the brand has purchased new Petpooja IDs for all outlets and has also changed the email ID (New Master Email ID: shreegurukriparestaurant10@gmail.com)"
11-Dec-25,383660,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
11-Dec-25,329657,Switched to Another POS,As discussed with Outlet person they are using Pen soft for the billing,As discussed with Outlet person they are using Pen soft for the billing
11-Dec-25,61806,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
11-Dec-25,318046,Permanently Closed (Outlet/brand),"Due to a GST-related issue, the brand has purchased new Petpooja IDs for all outlets and has also changed the email ID (New Master Email ID: shreegurukriparestaurant10@gmail.com)","Due to a GST-related issue, the brand has purchased new Petpooja IDs for all outlets and has also changed the email ID (New Master Email ID: shreegurukriparestaurant10@gmail.com)"
11-Dec-25,62063,Permanently Closed (Outlet/brand),Permanently Closed Outlet,Temporarily Closed (Renovation / Relocation/Internet issue)
11-Dec-25,139781,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
11-Dec-25,388421,Permanently Closed (Outlet/brand),"Due to a GST-related issue, the brand has purchased new Petpooja IDs for all outlets and has also changed the email ID (New Master Email ID: shreegurukriparestaurant10@gmail.com)","Due to a GST-related issue, the brand has purchased new Petpooja IDs for all outlets and has also changed the email ID (New Master Email ID: shreegurukriparestaurant10@gmail.com)"
11-Dec-25,337106,Permanently Closed (Outlet/brand),"Due to a GST-related issue, the brand has purchased new Petpooja IDs for all outlets and has also changed the email ID (New Master Email ID: shreegurukriparestaurant10@gmail.com)","Due to a GST-related issue, the brand has purchased new Petpooja IDs for all outlets and has also changed the email ID (New Master Email ID: shreegurukriparestaurant10@gmail.com)"
11-Dec-25,142258,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
11-Dec-25,91468,Outlet once out of Sync- now Active,Currently Running,Will Update on 18/02
11-Dec-25,350238,Permanently Closed (Outlet/brand),Franchise outlet permanently closed due to non performance,Franchise outlet permanently closed due to non performance
11-Dec-25,393654,Temporarily Closed (Renovation / Relocation/Internet issue),"The outlet will reopen soon, as they are currently operating through a food truck.","The outlet will reopen soon, as they are currently operating through a food truck."
11-Dec-25,366075,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
11-Dec-25,314205,Event Account / Demo Account,This is corporate account,This is corporate account
11-Dec-25,398471,Permanently Closed (Outlet/brand),Outlets closed as they are not performing well,Outlets closed as they are not performing well
14-Dec-25,326831,Permanently Closed (Outlet/brand),Permanatly closed,Permanatly closed
14-Dec-25,413185,Event Account / Demo Account,Event Account / Demo Account,Event Account / Demo Account
14-Dec-25,368258,Permanently Closed (Outlet/brand),KAM needs to respond,KAM needs to respond
14-Dec-25,374637,Permanently Closed (Outlet/brand),Franchise outlet closed due to non performance,Franchise outlet closed due to non performance
14-Dec-25,111083,Permanently Closed (Outlet/brand),Outlet closed due to low sales,Outlet closed due to low sales
14-Dec-25,377247,Permanently Closed (Outlet/brand),Permanently closed,Permanently closed
14-Dec-25,110141,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
14-Dec-25,101517,Permanently Closed (Outlet/brand),He is planning to shift to new software for bill modification,He is planning to shift to new software for bill modification
14-Dec-25,50920,Switched to Another POS,As discussed with Outlet person they are using Pen soft for the billing,As discussed with Outlet person they are using Pen soft for the billing
14-Dec-25,364519,Temporarily Closed (Renovation / Relocation/Internet issue),They have some internet issue,They have some internet issue
14-Dec-25,41562,Permanently Closed (Outlet/brand),Permanently Closed Outlet,Temporarily Closed (Renovation / Relocation/Internet issue)
14-Dec-25,141415,Permanently Closed (Outlet/brand),"Due to a GST-related issue, the brand has purchased new Petpooja IDs for all outlets and has also changed the email ID (New Master Email ID: shreegurukriparestaurant10@gmail.com)","Due to a GST-related issue, the brand has purchased new Petpooja IDs for all outlets and has also changed the email ID (New Master Email ID: shreegurukriparestaurant10@gmail.com)"
14-Dec-25,357393,Permanently Closed (Outlet/brand),Franchise outlet permanently closed due to non performance,Franchise outlet permanently closed due to non performance
14-Dec-25,321384,Permanently Closed (Outlet/brand),"Brand is facing financial issue, The sync days are more than 90+ days hence outlet considering as permanent closed.",Brand is facing financial issue
14-Dec-25,46009,Outlet once out of Sync- now Active,Outlet has been synced now,Outlet has been synced now
14-Dec-25,356939,Temporarily Closed (Renovation / Relocation/Internet issue),"They Don't use POSS, If they Got an order than only they sync the system and all the Ids which are not sync from last 6 Months that are closed outlets.","They Don't use POSS, If they Got an order than only they sync the system and all the Ids which are not sync from last 6 Months that are closed outlets."
14-Dec-25,152373,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
14-Dec-25,126081,Permanently Closed (Outlet/brand),Closed low sale,Closed low sale
14-Dec-25,360298,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue),Outlet has been synced now
14-Dec-25,111072,Permanently Closed (Outlet/brand),0,
14-Dec-25,76306,Not Connected Brand,Unable to connect with the brand despite multiple attempts.,Unable to connect with the brand despite multiple attempts.
14-Dec-25,128956,Temporarily Closed (Renovation / Relocation/Internet issue),ownership change,ownership change
14-Dec-25,151646,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
14-Dec-25,39748,Temporarily Closed (Renovation / Relocation/Internet issue),There is no issues but the outlet staff is uneducated due to that not connected to internet the owner is going to outlet and sync the poss,There is no issues but the outlet staff is uneducated due to that not connected to internet the owner is going to outlet and sync the poss
14-Dec-25,343755,Permanently Closed (Outlet/brand),0,
14-Dec-25,414419,Event Account / Demo Account,Event Account / Demo Account,Event Account / Demo Account
14-Dec-25,378730,Temporarily Closed (Renovation / Relocation/Internet issue),Outlet is temp closed,Outlet is temp closed
14-Dec-25,354705,Permanently Closed (Outlet/brand),This outlet is temporarily closed as they are planning to relocate it,This outlet is temporarily closed as they are planning to relocate it
14-Dec-25,154807,Permanently Closed (Outlet/brand),Outlet is Closed Due to Diamond Brush is Closed.,Outlet is Closed Due to Diamond Brush is Closed.
14-Dec-25,352955,Outlet once out of Sync- now Active,Outlet has been synced now,Outlet has been synced now
14-Dec-25,46607,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
14-Dec-25,108941,Event Account / Demo Account,They use Petpooja only for online billing,They use Petpooja only for online billing
14-Dec-25,367709,Permanently Closed (Outlet/brand),"I spoke with Arun, who is handling the brand’s operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed.","I spoke with Arun, who is handling the brand?? operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed."
